geocode,geography,year,topic,category,count
N20002115,Enniskillen_H5,2021,population,all_usual_residents,5277
N20002031,Erne_East_B1,2021,population,all_usual_residents,4770
N20000646,Banbridge_N1,2021,population,all_usual_residents,1069
N20000341,Armagh_J4,2021,population,all_usual_residents,5399
N20000593,Lagan_River_N5,2021,population,all_usual_residents,222
N20000691,Cusher_G4,2021,population,all_usual_residents,3978
N20002116,Enniskillen_H6,2021,population,all_usual_residents,6634
N20000692,Cusher_H1,2021,population,all_usual_residents,787
N20002117,Enniskillen_G3,2021,population,all_usual_residents,5042
N20002067,Erne_West_D3,2021,population,all_usual_residents,9003
N20000693,Cusher_K1,2021,population,all_usual_residents,9078
N20003327,Slieve_Croob_E2,2021,population,all_usual_residents,9597
N20000647,Banbridge_N2,2021,population,all_usual_residents,186
N20003422,Downpatrick_H2,2021,population,all_usual_residents,236
N20000648,Banbridge_L3,2021,population,all_usual_residents,6979
N20003328,Slieve_Croob_D4,2021,population,all_usual_residents,9680
N20002118,Enniskillen_G4,2021,population,all_usual_residents,9477
N20002032,Erne_East_A3,2021,population,all_usual_residents,3343
N20003329,Slieve_Croob_F1,2021,population,all_usual_residents,8173
N20002033,Erne_East_A4,2021,population,all_usual_residents,8442
N20002068,Erne_West_C3,2021,population,all_usual_residents,4971
N20000694,Cusher_H2,2021,population,all_usual_residents,9969
N20000649,Banbridge_N3,2021,population,all_usual_residents,4142
N20002119,Enniskillen_G5,2021,population,all_usual_residents,7311
N20002120,Enniskillen_G6,2021,population,all_usual_residents,2453
N20000695,Cusher_K2,2021,population,all_usual_residents,6133
N20003423,Downpatrick_H3,2021,population,all_usual_residents,9222
N20000696,Cusher_J1,2021,population,all_usual_residents,5506
N20002069,Erne_West_E1,2021,population,all_usual_residents,6377
N20003330,Slieve_Croob_F2,2021,population,all_usual_residents,7497
N20000650,Banbridge_P1,2021,population,all_usual_residents,492
N20000697,Cusher_J2,2021,population,all_usual_residents,7043
N20000698,Cusher_J3,2021,population,all_usual_residents,7182
N20000651,Banbridge_P2,2021,population,all_usual_residents,267
N20000699,Cusher_K3,2021,population,all_usual_residents,4742
N20003331,Slieve_Croob_E3,2021,population,all_usual_residents,5984
N20003332,Slieve_Croob_G1,2021,population,all_usual_residents,816
N20002034,Erne_East_C1,2021,population,all_usual_residents,7978
N20000342,Armagh_E5,2021,population,all_usual_residents,7571
N20000700,Cusher_J4,2021,population,all_usual_residents,1988
N20000652,Banbridge_N4,2021,population,all_usual_residents,7113
N20003333,Slieve_Croob_G2,2021,population,all_usual_residents,5083
N20000343,Armagh_J5,2021,population,all_usual_residents,7355
N20000653,Banbridge_L4,2021,population,all_usual_residents,6747
N20003424,Downpatrick_H4,2021,population,all_usual_residents,5922
N20000344,Armagh_K1,2021,population,all_usual_residents,9408
N20002035,Erne_East_C2,2021,population,all_usual_residents,6566
N20000345,Armagh_J6,2021,population,all_usual_residents,3770
N20000654,Banbridge_N5,2021,population,all_usual_residents,9422
N20000701,Cusher_L1,2021,population,all_usual_residents,7066
N20003425,Downpatrick_J1,2021,population,all_usual_residents,2836
N20003426,Downpatrick_J2,2021,population,all_usual_residents,8104
N20002036,Erne_East_C3,2021,population,all_usual_residents,7040
N20000655,Banbridge_P3,2021,population,all_usual_residents,8977
N20003334,Slieve_Croob_G3,2021,population,all_usual_residents,1379
N20003427,Downpatrick_J3,2021,population,all_usual_residents,9011
N20000346,Armagh_K2,2021,population,all_usual_residents,9637
N20003335,Slieve_Croob_F3,2021,population,all_usual_residents,3216
N20002037,Erne_East_B2,2021,population,all_usual_residents,9687
N20003336,Slieve_Croob_E4,2021,population,all_usual_residents,52
N20003337,Slieve_Croob_G4,2021,population,all_usual_residents,5743
N20003428,Downpatrick_J4,2021,population,all_usual_residents,9524
N20003338,Slieve_Croob_H1,2021,population,all_usual_residents,3820
N20002070,Erne_West_E2,2021,population,all_usual_residents,2262
N20000702,Cusher_K4,2021,population,all_usual_residents,1819
N20000703,Cusher_K5,2021,population,all_usual_residents,8696
N20003429,Downpatrick_K1,2021,population,all_usual_residents,6359
N20003339,Slieve_Croob_H2,2021,population,all_usual_residents,1534
N20003430,Downpatrick_K2,2021,population,all_usual_residents,4742
N20002038,Erne_East_B3,2021,population,all_usual_residents,2017
N20003340,Slieve_Croob_H3,2021,population,all_usual_residents,606
N20003341,Slieve_Croob_J1,2021,population,all_usual_residents,5071
N20002039,Erne_East_A5,2021,population,all_usual_residents,8345
N20000704,Cusher_H3,2021,population,all_usual_residents,9903
N20000656,Banbridge_P4,2021,population,all_usual_residents,5354
N20003342,Slieve_Croob_J2,2021,population,all_usual_residents,4889
N20003343,Slieve_Croob_G5,2021,population,all_usual_residents,9287
N20002071,Erne_West_C4,2021,population,all_usual_residents,5297
N20003344,Slieve_Croob_J3,2021,population,all_usual_residents,969
N20003431,Downpatrick_K3,2021,population,all_usual_residents,6015
N20003345,Slieve_Croob_J4,2021,population,all_usual_residents,9565
N20000347,Armagh_K3,2021,population,all_usual_residents,8465
N20003346,Slieve_Croob_J5,2021,population,all_usual_residents,2758
N20000657,Banbridge_L5,2021,population,all_usual_residents,8536
N20000705,Cusher_L2,2021,population,all_usual_residents,6741
N20003207,Crotlieve_A1,2021,population,all_usual_residents,1748
N20000706,Cusher_L3,2021,population,all_usual_residents,4671
N20002040,Erne_East_D1,2021,population,all_usual_residents,9418
N20003101,Slieve_Gullion_A1,2021,population,all_usual_residents,131
N20003208,Crotlieve_A2,2021,population,all_usual_residents,9737
N20000658,Banbridge_P5,2021,population,all_usual_residents,1652
N20002041,Erne_East_C4,2021,population,all_usual_residents,14
N20003257,The_Mournes_A1,2021,population,all_usual_residents,9695
N20003258,The_Mournes_A2,2021,population,all_usual_residents,9406
N20003259,The_Mournes_A3,2021,population,all_usual_residents,8826
N20000348,Armagh_L1,2021,population,all_usual_residents,6283
N20000349,Armagh_L2,2021,population,all_usual_residents,6089
N20003209,Crotlieve_A3,2021,population,all_usual_residents,8328
N20002042,Erne_East_D2,2021,population,all_usual_residents,7282
N20002072,Erne_West_D4,2021,population,all_usual_residents,5438
N20003210,Crotlieve_A4,2021,population,all_usual_residents,7227
N20002073,Erne_West_D5,2021,population,all_usual_residents,2438
N20002043,Erne_East_D3,2021,population,all_usual_residents,7057
N20000707,Cusher_L4,2021,population,all_usual_residents,2429
N20000350,Armagh_L3,2021,population,all_usual_residents,2350
N20000708,Cusher_H4,2021,population,all_usual_residents,4974
N20000351,Armagh_L4,2021,population,all_usual_residents,8355
N20000352,Armagh_L5,2021,population,all_usual_residents,3357
N20000659,Banbridge_Q1,2021,population,all_usual_residents,6774
N20000660,Banbridge_Q2,2021,population,all_usual_residents,887
N20003260,The_Mournes_A4,2021,population,all_usual_residents,3468
N20002044,Erne_East_E1,2021,population,all_usual_residents,6567
N20002045,Erne_East_D4,2021,population,all_usual_residents,8894
N20000661,Banbridge_Q3,2021,population,all_usual_residents,441
N20003261,The_Mournes_F1,2021,population,all_usual_residents,343
N20002046,Erne_East_D5,2021,population,all_usual_residents,6037
N20000662,Banbridge_Q4,2021,population,all_usual_residents,4026
N20000663,Banbridge_Q5,2021,population,all_usual_residents,9388
N20002047,Erne_East_D6,2021,population,all_usual_residents,861
N20002048,Erne_East_E2,2021,population,all_usual_residents,5810
N20003262,The_Mournes_D1,2021,population,all_usual_residents,8253
N20003102,Slieve_Gullion_A2,2021,population,all_usual_residents,3257
N20003263,The_Mournes_B1,2021,population,all_usual_residents,8270
N20003264,The_Mournes_C1,2021,population,all_usual_residents,4186
N20003265,The_Mournes_B2,2021,population,all_usual_residents,384
N20003266,The_Mournes_D2,2021,population,all_usual_residents,4385
N20000353,Armagh_K4,2021,population,all_usual_residents,8526
N20003103,Slieve_Gullion_A3,2021,population,all_usual_residents,7434
N20003267,The_Mournes_B3,2021,population,all_usual_residents,7263
N20002049,Erne_East_B4,2021,population,all_usual_residents,1574
N20003268,The_Mournes_C2,2021,population,all_usual_residents,4529
N20003269,The_Mournes_B4,2021,population,all_usual_residents,8490
N20003270,The_Mournes_C3,2021,population,all_usual_residents,340
N20002074,Erne_West_F1,2021,population,all_usual_residents,2192
N20002050,Erne_East_E3,2021,population,all_usual_residents,1068
N20000354,Armagh_K5,2021,population,all_usual_residents,732
N20003271,The_Mournes_D3,2021,population,all_usual_residents,2811
N20003272,The_Mournes_E1,2021,population,all_usual_residents,7668
N20000709,Cusher_K6,2021,population,all_usual_residents,6515
N20003211,Crotlieve_B1,2021,population,all_usual_residents,7511
N20002075,Erne_West_E3,2021,population,all_usual_residents,6655
N20003273,The_Mournes_E2,2021,population,all_usual_residents,4596
N20003274,The_Mournes_E3,2021,population,all_usual_residents,5569
N20003212,Crotlieve_C1,2021,population,all_usual_residents,3182
N20003275,The_Mournes_F2,2021,population,all_usual_residents,280
N20003276,The_Mournes_F3,2021,population,all_usual_residents,3789
N20003277,The_Mournes_E4,2021,population,all_usual_residents,9486
N20003278,The_Mournes_D4,2021,population,all_usual_residents,7631
N20000355,Armagh_K6,2021,population,all_usual_residents,7563
N20000710,Cusher_L5,2021,population,all_usual_residents,3301
N20003213,Crotlieve_A5,2021,population,all_usual_residents,6123
N20003104,Slieve_Gullion_B1,2021,population,all_usual_residents,7698
N20003214,Crotlieve_B2,2021,population,all_usual_residents,9158
N20003105,Slieve_Gullion_A4,2021,population,all_usual_residents,3588
N20003106,Slieve_Gullion_B2,2021,population,all_usual_residents,3262
N20003215,Crotlieve_C2,2021,population,all_usual_residents,633
N20002051,Erne_East_F1,2021,population,all_usual_residents,7449
N20003216,Crotlieve_B3,2021,population,all_usual_residents,4876
N20003279,The_Mournes_D5,2021,population,all_usual_residents,7902
N20003107,Slieve_Gullion_B3,2021,population,all_usual_residents,782
N20003108,Slieve_Gullion_C1,2021,population,all_usual_residents,8577
N20003280,The_Mournes_F4,2021,population,all_usual_residents,9682
N20002076,Erne_West_F2,2021,population,all_usual_residents,4734
N20003217,Crotlieve_D1,2021,population,all_usual_residents,6291
N20003218,Crotlieve_D2,2021,population,all_usual_residents,7028
N20003219,Crotlieve_B4,2021,population,all_usual_residents,2172
N20003220,Crotlieve_D3,2021,population,all_usual_residents,409
N20003109,Slieve_Gullion_D1,2021,population,all_usual_residents,3020
N20002077,Erne_West_E4,2021,population,all_usual_residents,8743
N20003110,Slieve_Gullion_C2,2021,population,all_usual_residents,6868
N20002052,Erne_East_E4,2021,population,all_usual_residents,534
N20003111,Slieve_Gullion_E1,2021,population,all_usual_residents,7438
N20003154,Newry_A1,2021,population,all_usual_residents,3437
N20003112,Slieve_Gullion_C3,2021,population,all_usual_residents,9135
N20003113,Slieve_Gullion_D2,2021,population,all_usual_residents,7053
N20003114,Slieve_Gullion_C4,2021,population,all_usual_residents,624
N20003155,Newry_B1,2021,population,all_usual_residents,4485
N20003115,Slieve_Gullion_C5,2021,population,all_usual_residents,9232
N20003156,Newry_B2,2021,population,all_usual_residents,872
N20002053,Erne_East_E5,2021,population,all_usual_residents,9127
N20003116,Slieve_Gullion_E2,2021,population,all_usual_residents,8334
N20003157,Newry_A2,2021,population,all_usual_residents,3489
N20003117,Slieve_Gullion_D3,2021,population,all_usual_residents,3179
N20003118,Slieve_Gullion_D4,2021,population,all_usual_residents,4412
N20003158,Newry_B3,2021,population,all_usual_residents,3138
N20003159,Newry_A3,2021,population,all_usual_residents,5308
N20003160,Newry_B4,2021,population,all_usual_residents,5931
N20003119,Slieve_Gullion_B4,2021,population,all_usual_residents,5661
N20003161,Newry_A4,2021,population,all_usual_residents,7162
N20003120,Slieve_Gullion_D5,2021,population,all_usual_residents,1438
N20003162,Newry_C1,2021,population,all_usual_residents,9204
N20003163,Newry_D1,2021,population,all_usual_residents,7506
N20003164,Newry_A5,2021,population,all_usual_residents,4050
N20003165,Newry_D2,2021,population,all_usual_residents,9028
N20003166,Newry_C2,2021,population,all_usual_residents,8647
N20003121,Slieve_Gullion_F1,2021,population,all_usual_residents,4941
N20003122,Slieve_Gullion_E3,2021,population,all_usual_residents,7514
N20003167,Newry_C3,2021,population,all_usual_residents,5336
N20003123,Slieve_Gullion_E4,2021,population,all_usual_residents,1397
N20003221,Crotlieve_E1,2021,population,all_usual_residents,6132
N20003168,Newry_D3,2021,population,all_usual_residents,6763
N20003124,Slieve_Gullion_E5,2021,population,all_usual_residents,8885
N20003169,Newry_D4,2021,population,all_usual_residents,7400
N20002078,Erne_West_F3,2021,population,all_usual_residents,495
N20003170,Newry_E1,2021,population,all_usual_residents,6197
N20003171,Newry_C4,2021,population,all_usual_residents,2944
N20003172,Newry_E2,2021,population,all_usual_residents,9323
N20003222,Crotlieve_C3,2021,population,all_usual_residents,8310
N20003173,Newry_F1,2021,population,all_usual_residents,7245
N20003174,Newry_E3,2021,population,all_usual_residents,2385
N20003175,Newry_G1,2021,population,all_usual_residents,717
N20003176,Newry_F2,2021,population,all_usual_residents,1517
N20003177,Newry_F3,2021,population,all_usual_residents,2647
N20003178,Newry_E4,2021,population,all_usual_residents,2226
N20003179,Newry_E5,2021,population,all_usual_residents,2743
N20003223,Crotlieve_C4,2021,population,all_usual_residents,3048
N20003180,Newry_G2,2021,population,all_usual_residents,4476
N20003181,Newry_G3,2021,population,all_usual_residents,7938
N20002054,Erne_East_F2,2021,population,all_usual_residents,6745
N20003182,Newry_F4,2021,population,all_usual_residents,876
N20003125,Slieve_Gullion_H1,2021,population,all_usual_residents,5391
N20003183,Newry_H1,2021,population,all_usual_residents,1832
N20003184,Newry_G4,2021,population,all_usual_residents,1142
N20003185,Newry_H2,2021,population,all_usual_residents,4382
N20003186,Newry_H3,2021,population,all_usual_residents,5741
N20003126,Slieve_Gullion_F2,2021,population,all_usual_residents,384
N20003187,Newry_L1,2021,population,all_usual_residents,1846
N20003224,Crotlieve_C5,2021,population,all_usual_residents,7352
N20003188,Newry_K1,2021,population,all_usual_residents,9699
N20003281,The_Mournes_G1,2021,population,all_usual_residents,5334
N20003225,Crotlieve_G1,2021,population,all_usual_residents,4577
N20003189,Newry_J1,2021,population,all_usual_residents,2892
N20003226,Crotlieve_E2,2021,population,all_usual_residents,9424
N20003190,Newry_L2,2021,population,all_usual_residents,6402
N20003191,Newry_K2,2021,population,all_usual_residents,8024
N20003227,Crotlieve_F1,2021,population,all_usual_residents,9822
N20003192,Newry_J2,2021,population,all_usual_residents,2278
N20003193,Newry_L3,2021,population,all_usual_residents,9736
N20003194,Newry_K3,2021,population,all_usual_residents,2704
N20003195,Newry_L4,2021,population,all_usual_residents,1003
N20003196,Newry_K4,2021,population,all_usual_residents,273
N20003197,Newry_J3,2021,population,all_usual_residents,219
N20002079,Erne_West_F4,2021,population,all_usual_residents,4300
N20003198,Newry_L5,2021,population,all_usual_residents,8153
N20003199,Newry_L6,2021,population,all_usual_residents,1941
N20003228,Crotlieve_F2,2021,population,all_usual_residents,1092
N20003127,Slieve_Gullion_G1,2021,population,all_usual_residents,2659
N20003200,Newry_N1,2021,population,all_usual_residents,3855
N20003128,Slieve_Gullion_G2,2021,population,all_usual_residents,2305
N20003129,Slieve_Gullion_F3,2021,population,all_usual_residents,9093
N20002055,Erne_East_F3,2021,population,all_usual_residents,269
N20003282,The_Mournes_G2,2021,population,all_usual_residents,7886
N20003229,Crotlieve_F3,2021,population,all_usual_residents,3714
N20002080,Erne_West_F5,2021,population,all_usual_residents,4284
N20002056,Erne_East_F4,2021,population,all_usual_residents,4931
N20003230,Crotlieve_G2,2021,population,all_usual_residents,1141
N20003231,Crotlieve_E3,2021,population,all_usual_residents,8749
N20003232,Crotlieve_G3,2021,population,all_usual_residents,4482
N20003201,Newry_P1,2021,population,all_usual_residents,1711
N20003233,Crotlieve_F4,2021,population,all_usual_residents,7182
N20003130,Slieve_Gullion_F4,2021,population,all_usual_residents,8246
N20003234,Crotlieve_G4,2021,population,all_usual_residents,216
N20003202,Newry_N2,2021,population,all_usual_residents,3901
N20003203,Newry_P2,2021,population,all_usual_residents,861
N20003235,Crotlieve_G5,2021,population,all_usual_residents,2568
N20003204,Newry_N3,2021,population,all_usual_residents,6318
N20003131,Slieve_Gullion_H2,2021,population,all_usual_residents,2547
N20003283,The_Mournes_J1,2021,population,all_usual_residents,9599
N20003132,Slieve_Gullion_K1,2021,population,all_usual_residents,4764
N20003284,The_Mournes_H1,2021,population,all_usual_residents,9372
N20003205,Newry_P3,2021,population,all_usual_residents,900
N20003206,Newry_P4,2021,population,all_usual_residents,2805
N20003285,The_Mournes_H2,2021,population,all_usual_residents,7927
N20003236,Crotlieve_H1,2021,population,all_usual_residents,3455
N20003237,Crotlieve_J1,2021,population,all_usual_residents,7316
N20003133,Slieve_Gullion_G3,2021,population,all_usual_residents,6269
N20003134,Slieve_Gullion_J1,2021,population,all_usual_residents,139
N20003238,Crotlieve_H2,2021,population,all_usual_residents,3313
N20003239,Crotlieve_L1,2021,population,all_usual_residents,4135
N20003286,The_Mournes_H3,2021,population,all_usual_residents,969
N20003287,The_Mournes_H4,2021,population,all_usual_residents,7485
N20003240,Crotlieve_J2,2021,population,all_usual_residents,6251
N20003288,The_Mournes_G3,2021,population,all_usual_residents,4797
N20003241,Crotlieve_H3,2021,population,all_usual_residents,6818
N20003242,Crotlieve_K1,2021,population,all_usual_residents,2236
N20003243,Crotlieve_H4,2021,population,all_usual_residents,4982
N20003244,Crotlieve_L2,2021,population,all_usual_residents,8500
N20003245,Crotlieve_H5,2021,population,all_usual_residents,4234
N20003246,Crotlieve_K2,2021,population,all_usual_residents,1614
N20003247,Crotlieve_H6,2021,population,all_usual_residents,5062
N20003248,Crotlieve_K3,2021,population,all_usual_residents,6634
N20003289,The_Mournes_J2,2021,population,all_usual_residents,8378
N20003249,Crotlieve_K4,2021,population,all_usual_residents,4867
N20003250,Crotlieve_J3,2021,population,all_usual_residents,120
N20003135,Slieve_Gullion_L1,2021,population,all_usual_residents,5382
N20003251,Crotlieve_K5,2021,population,all_usual_residents,3321
N20003290,The_Mournes_K1,2021,population,all_usual_residents,9730
N20003252,Crotlieve_L3,2021,population,all_usual_residents,7570
N20003253,Crotlieve_K6,2021,population,all_usual_residents,2034
N20003254,Crotlieve_L4,2021,population,all_usual_residents,5198
N20003136,Slieve_Gullion_J2,2021,population,all_usual_residents,1700
N20003291,The_Mournes_K2,2021,population,all_usual_residents,5785
N20003292,The_Mournes_G4,2021,population,all_usual_residents,2150
N20003137,Slieve_Gullion_K2,2021,population,all_usual_residents,4892
N20003138,Slieve_Gullion_F5,2021,population,all_usual_residents,87
N20003139,Slieve_Gullion_L2,2021,population,all_usual_residents,3130
N20003255,Crotlieve_K7,2021,population,all_usual_residents,5779
N20003256,Crotlieve_L5,2021,population,all_usual_residents,9391
N20003140,Slieve_Gullion_H3,2021,population,all_usual_residents,9856
N20003293,The_Mournes_G5,2021,population,all_usual_residents,5555
N20003294,The_Mournes_J3,2021,population,all_usual_residents,287
N20003141,Slieve_Gullion_G4,2021,population,all_usual_residents,872
N20003295,The_Mournes_K3,2021,population,all_usual_residents,8298
N20003142,Slieve_Gullion_J3,2021,population,all_usual_residents,7869
N20003143,Slieve_Gullion_J4,2021,population,all_usual_residents,4184
N20003144,Slieve_Gullion_K3,2021,population,all_usual_residents,8443
N20003145,Slieve_Gullion_L3,2021,population,all_usual_residents,3320
N20003296,The_Mournes_J4,2021,population,all_usual_residents,4993
N20003297,The_Mournes_L1,2021,population,all_usual_residents,7453
N20003146,Slieve_Gullion_N1,2021,population,all_usual_residents,7155
N20003298,The_Mournes_L2,2021,population,all_usual_residents,935
N20003147,Slieve_Gullion_N2,2021,population,all_usual_residents,7891
N20003148,Slieve_Gullion_K4,2021,population,all_usual_residents,7931
N20003149,Slieve_Gullion_L4,2021,population,all_usual_residents,9770
N20003299,The_Mournes_N1,2021,population,all_usual_residents,2045
N20003300,The_Mournes_L3,2021,population,all_usual_residents,7845
N20003301,The_Mournes_P1,2021,population,all_usual_residents,3198
N20003150,Slieve_Gullion_N3,2021,population,all_usual_residents,9208
N20003302,The_Mournes_N2,2021,population,all_usual_residents,9085
N20003303,The_Mournes_P2,2021,population,all_usual_residents,8543
N20003304,The_Mournes_N3,2021,population,all_usual_residents,3662
N20003305,The_Mournes_P3,2021,population,all_usual_residents,1285
N20003151,Slieve_Gullion_K5,2021,population,all_usual_residents,6625
N20003152,Slieve_Gullion_H4,2021,population,all_usual_residents,2641
N20003306,The_Mournes_P4,2021,population,all_usual_residents,6130
N20003307,The_Mournes_P5,2021,population,all_usual_residents,8944
N20003308,The_Mournes_P6,2021,population,all_usual_residents,3805
N20003309,The_Mournes_K4,2021,population,all_usual_residents,8102
N20003153,Slieve_Gullion_H5,2021,population,all_usual_residents,3297
N20003310,The_Mournes_K5,2021,population,all_usual_residents,1052
N21000368,Causeway_A,2021,households,all_households,396
N21000379,The_Glens_A,2021,households,all_households,310
N21000380,The_Glens_B,2021,households,all_households,36
N21000369,Causeway_B,2021,households,all_households,51
N21000370,Causeway_C,2021,households,all_households,884
N21000371,Causeway_D,2021,households,all_households,315
N21000372,Causeway_E,2021,households,all_households,757
N21000373,Causeway_F,2021,households,all_households,751
N21000374,Causeway_G,2021,households,all_households,967
N21000381,The_Glens_C,2021,households,all_households,304
N21000375,Causeway_H,2021,households,all_households,443
N21000350,Bann_A,2021,households,all_households,592
N21000376,Causeway_J,2021,households,all_households,142
N21000358,Coleraine_A,2021,households,all_households,250
N21000359,Coleraine_B,2021,households,all_households,738
N21000377,Causeway_K,2021,households,all_households,438
N21000360,Coleraine_C,2021,households,all_households,413
N21000351,Bann_B,2021,households,all_households,337
N21000382,The_Glens_D,2021,households,all_households,726
N21000361,Coleraine_D,2021,households,all_households,149
N21000362,Coleraine_E,2021,households,all_households,893
N21000363,Coleraine_F,2021,households,all_households,910
N21000364,Coleraine_G,2021,households,all_households,97
N21000383,The_Glens_E,2021,households,all_households,28
N21000378,Causeway_L,2021,households,all_households,411
N21000343,Limavady_A,2021,households,all_households,591
N21000365,Coleraine_H,2021,households,all_households,56
N21000366,Coleraine_J,2021,households,all_households,394
N21000367,Coleraine_K,2021,households,all_households,89
N21000352,Bann_C,2021,households,all_households,959
N21000386,Ballymoney_A,2021,households,all_households,734
N21000387,Ballymoney_B,2021,households,all_households,842
N21000384,The_Glens_F,2021,households,all_households,104
N21000388,Ballymoney_C,2021,households,all_households,683
N21000389,Ballymoney_D,2021,households,all_households,213
N21000390,Ballymoney_E,2021,households,all_households,989
N21000391,Ballymoney_F,2021,households,all_households,198
N21000344,Limavady_B,2021,households,all_households,560
N21000412,Ballyarnett_A,2021,households,all_households,519
N21000353,Bann_D,2021,households,all_households,115
N21000336,Benbradagh_A,2021,households,all_households,33
N21000345,Limavady_C,2021,households,all_households,819
N21000346,Limavady_D,2021,households,all_households,348
N21000392,Ballymoney_G,2021,households,all_households,239
N21000385,The_Glens_G,2021,households,all_households,627
N21000337,Benbradagh_B,2021,households,all_households,823
N21000347,Limavady_E,2021,households,all_households,770
N21000348,Limavady_F,2021,households,all_households,809
N21000349,Limavady_G,2021,households,all_households,938
N21000413,Ballyarnett_B,2021,households,all_households,507
N21000414,Ballyarnett_C,2021,households,all_households,416
N21000415,Ballyarnett_D,2021,households,all_households,379
N21000338,Benbradagh_C,2021,households,all_households,77
N21000436,Faughan_A,2021,households,all_households,736
N21000416,Ballyarnett_E,2021,households,all_households,457
N21000417,Ballyarnett_F,2021,households,all_households,98
N21000418,Ballyarnett_G,2021,households,all_households,515
N21000419,Ballyarnett_H,2021,households,all_households,242
N21000437,Faughan_B,2021,households,all_households,366
N21000420,Ballyarnett_J,2021,households,all_households,12
N21000421,Ballyarnett_K,2021,households,all_households,711
N21000422,Ballyarnett_L,2021,households,all_households,200
N21000438,Faughan_C,2021,households,all_households,692
N21000393,Ballymoney_H,2021,households,all_households,246
N21000405,Foyleside_A,2021,households,all_households,726
N21000439,Faughan_D,2021,households,all_households,943
N21000406,Foyleside_B,2021,households,all_households,474
N21000407,Foyleside_C,2021,households,all_households,162
N21000408,Foyleside_D,2021,households,all_households,896
N21000409,Foyleside_E,2021,households,all_households,101
N21000394,Ballymoney_J,2021,households,all_households,753
N21000423,Waterside_A,2021,households,all_households,505
N21000410,Foyleside_F,2021,households,all_households,957
N21000411,Foyleside_G,2021,households,all_households,769
N21000424,Waterside_B,2021,households,all_households,681
N21000601,Coast_Road_A,2021,households,all_households,282
N21000397,The_Moor_A,2021,households,all_households,890
N21000354,Bann_E,2021,households,all_households,288
N21000398,The_Moor_B,2021,households,all_households,531
N21000602,Coast_Road_B,2021,households,all_households,425
N21000425,Waterside_C,2021,households,all_households,628
N21000426,Waterside_D,2021,households,all_households,293
N21000395,Ballymoney_K,2021,households,all_households,926
N21000399,The_Moor_C,2021,households,all_households,147
N21000427,Waterside_E,2021,households,all_households,929
N21000339,Benbradagh_D,2021,households,all_households,235
N21000428,Waterside_F,2021,households,all_households,956
N21000400,The_Moor_D,2021,households,all_households,525
N21000401,The_Moor_E,2021,households,all_households,980
N21000402,The_Moor_F,2021,households,all_households,281
N21000429,Waterside_G,2021,households,all_households,596
N21000403,The_Moor_G,2021,households,all_households,481
N21000355,Bann_F,2021,households,all_households,763
N21000430,Waterside_H,2021,households,all_households,162
N21000431,Waterside_J,2021,households,all_households,993
N21000404,The_Moor_H,2021,households,all_households,985
N21000591,Braid_A,2021,households,all_households,512
N21000432,Waterside_K,2021,households,all_households,223
N21000433,Waterside_L,2021,households,all_households,928
N21000434,Waterside_N,2021,households,all_households,491
N21000435,Waterside_P,2021,households,all_households,731
N21000440,Faughan_E,2021,households,all_households,787
N21000441,Faughan_F,2021,households,all_households,257
N21000356,Bann_G,2021,households,all_households,767
N21000357,Bann_H,2021,households,all_households,434
N21000340,Benbradagh_E,2021,households,all_households,340
N21000592,Braid_B,2021,households,all_households,569
N21000396,Ballymoney_L,2021,households,all_households,751
N21000593,Braid_C,2021,households,all_households,394
N21000442,Faughan_G,2021,households,all_households,314
N21000341,Benbradagh_F,2021,households,all_households,888
N21000603,Coast_Road_C,2021,households,all_households,254
N21000572,Bannside_A,2021,households,all_households,85
N21000443,Faughan_H,2021,households,all_households,688
N21000342,Benbradagh_G,2021,households,all_households,344
N21000637,Carntogher_A,2021,households,all_households,397
N21000594,Braid_D,2021,households,all_households,823
N21000595,Braid_E,2021,households,all_households,37
N21000573,Bannside_B,2021,households,all_households,327
N21000574,Bannside_C,2021,households,all_households,686
N21000638,Carntogher_B,2021,households,all_households,323
N21000444,Sperrin_A,2021,households,all_households,24
N21000581,Ballymena_A,2021,households,all_households,859
N21000445,Sperrin_B,2021,households,all_households,883
N21000604,Coast_Road_D,2021,households,all_households,71
N21000582,Ballymena_B,2021,households,all_households,608
N21000583,Ballymena_C,2021,households,all_households,718
N21000584,Ballymena_D,2021,households,all_households,96
N21000575,Bannside_D,2021,households,all_households,212
N21000585,Ballymena_E,2021,households,all_households,208
N21000605,Coast_Road_E,2021,households,all_households,691
N21000606,Coast_Road_F,2021,households,all_households,605
N21000586,Ballymena_F,2021,households,all_households,823
N21000607,Coast_Road_G,2021,households,all_households,834
N21000610,Larne_Lough_A,2021,households,all_households,760
N21000608,Coast_Road_H,2021,households,all_households,952
N21000609,Coast_Road_J,2021,households,all_households,47
N21000587,Ballymena_G,2021,households,all_households,48
N21000588,Ballymena_H,2021,households,all_households,817
N21000589,Ballymena_J,2021,households,all_households,242
N21000576,Bannside_E,2021,households,all_households,713
N21000611,Larne_Lough_B,2021,households,all_households,962
N21000577,Bannside_F,2021,households,all_households,904
N21000596,Braid_F,2021,households,all_households,748
N21000612,Larne_Lough_C,2021,households,all_households,885
N21000597,Braid_G,2021,households,all_households,425
N21000598,Braid_H,2021,households,all_households,97
N21000578,Bannside_G,2021,households,all_households,433
N21000639,Carntogher_C,2021,households,all_households,481
